area_sqft,bedrooms,bathrooms,location,parking,house_age,price
2950,4,3,Industrial Area,1,21,72.96
1170,2,2,Suburb,1,16,48.0
2247,2,1,Suburb,1,19,70.95
1570,3,2,Downtown,1,19,82.18
2222,4,3,Suburb,0,7,101.42
1419,3,2,Suburb,0,33,39.8
1686,3,3,Rural,1,22,40.61
1829,3,3,Downtown,0,37,62.66
1098,1,1,Downtown,1,27,38.82
2319,5,5,City Center,1,12,146.22
1441,3,2,Suburb,0,28,60.04
1640,2,2,City Center,0,7,88.65
1104,3,3,Industrial Area,1,10,40.37
400,2,2,Suburb,1,17,31.04
1666,5,5,Industrial Area,1,24,65.64
3489,2,1,Rural,1,21,82.25
2349,3,2,Suburb,0,34,63.88
1787,2,2,City Center,0,28,72.77
1616,3,3,City Center,1,20,91.24
1816,4,4,Suburb,1,6,96.37
2183,3,3,City Center,1,11,136.41
973,3,3,Suburb,1,35,28.14
2580,4,3,Downtown,1,23,108.32
2301,1,1,City Center,0,31,80.19
2303,2,2,Suburb,0,26,65.6
2107,2,2,Suburb,1,31,46.9
1814,5,4,City Center,0,31,83.74
2271,2,1,Downtown,0,31,73.6
2214,3,2,City Center,1,25,100.19
1552,3,3,Suburb,1,10,69.15
1398,2,1,Downtown,1,17,80.41
1871,2,2,Industrial Area,0,38,36.91
2884,2,2,Rural,1,4,86.9
933,3,3,City Center,1,15,71.35
773,2,2,Suburb,0,10,37.99
1915,1,1,Downtown,0,34,55.2
1836,4,3,Downtown,1,10,95.32
1921,5,5,Industrial Area,1,22,62.93
1971,2,1,City Center,1,33,70.66
1644,2,1,Downtown,0,16,75.35
2843,1,1,Industrial Area,1,9,81.27
679,3,3,Suburb,1,17,36.16
1220,4,4,Industrial Area,1,7,66.7
1728,2,2,City Center,1,25,87.17
650,2,1,Industrial Area,0,2,19.62
1677,4,4,Downtown,1,23,87.24
2963,3,3,Downtown,0,2,138.55
1815,1,1,Rural,0,37,27.3
1961,3,3,Industrial Area,1,1,91.56
918,2,1,Suburb,1,34,29.38
1369,2,1,City Center,0,16,59.35
1537,4,3,Rural,1,8,50.57
1578,4,3,Industrial Area,0,35,34.86
2697,3,3,Suburb,1,21,85.35
2190,5,5,Rural,1,30,46.28
1022,3,3,Downtown,0,33,46.99
1973,4,4,City Center,0,23,104.41
2149,3,3,Industrial Area,1,8,76.22
2598,4,3,Suburb,0,1,126.53
2906,4,4,Downtown,0,20,123.61
1089,1,1,Rural,1,33,30.1
1232,5,5,City Center,1,26,76.22
920,4,4,Rural,1,36,31.08
1636,4,4,Rural,0,6,63.84
2126,2,2,Suburb,1,21,64.88
2491,4,4,Downtown,1,3,150.29
1747,4,4,Industrial Area,0,13,60.93
1576,2,2,Suburb,1,33,42.8
1906,5,5,City Center,0,22,107.04
1215,1,1,Rural,1,24,20.83
3263,2,1,City Center,1,0,185.26
675,3,2,Suburb,1,14,43.82
1929,3,3,Suburb,0,31,53.3
3217,3,2,Industrial Area,0,13,94.46
1805,1,1,Rural,1,40,25.4
1667,5,4,Suburb,1,20,66.58
1550,1,1,City Center,0,6,77.08
1674,2,2,Industrial Area,0,35,39.94
2761,1,1,City Center,0,20,108.82
400,3,3,Rural,1,39,15.1
2873,5,4,Industrial Area,0,11,100.79
803,3,2,Industrial Area,1,14,32.09
1613,4,4,Industrial Area,0,14,53.76
1500,1,1,Downtown,1,16,63.88
2212,3,3,Industrial Area,0,33,45.61
681,3,3,City Center,1,34,36.63
2124,3,3,City Center,0,38,80.06
3217,1,1,Rural,0,37,62.34
846,3,3,Suburb,1,13,39.03
1933,3,3,Suburb,1,4,86.82
1337,4,3,Downtown,1,29,66.87
2098,3,3,Industrial Area,1,3,71.78
1813,2,1,Downtown,1,14,82.92
1351,3,2,Rural,0,38,26.7
2142,2,2,Rural,1,34,44.81
3063,4,3,Suburb,1,9,117.14
1666,3,3,Rural,0,1,56.53
2304,2,1,Industrial Area,1,23,64.95
895,5,5,City Center,1,27,74.65
1130,3,3,Rural,1,21,42.46
2131,1,1,Downtown,0,31,53.65
2839,3,3,Industrial Area,0,30,61.28
2049,2,2,Rural,1,18,62.77
1581,4,4,Rural,1,20,51.54
1800,4,4,Industrial Area,0,2,76.19
925,5,5,Rural,1,5,53.73
2223,3,3,City Center,1,31,102.34
2418,3,3,Suburb,1,1,104.32
1484,4,4,Industrial Area,1,23,57.78
1471,2,2,Downtown,1,26,63.88
1986,3,2,Rural,0,8,51.87
1494,3,3,Suburb,1,12,65.9
1754,1,1,Downtown,1,13,73.19
3270,3,3,Downtown,0,10,143.4
1627,4,3,City Center,1,13,113.6
1549,4,4,Suburb,1,15,65.49
1347,1,1,Industrial Area,1,9,49.13
2321,1,1,Suburb,1,19,65.17
1673,2,2,Suburb,1,15,71.46
1345,4,4,Downtown,1,33,61.11
2725,2,2,City Center,0,15,127.72
2794,3,2,City Center,1,13,140.81
1380,2,2,Suburb,1,27,32.54
493,3,3,Suburb,0,17,21.99
2505,2,1,Rural,1,25,43.02
1321,4,4,Downtown,1,37,59.52
2353,2,1,Industrial Area,1,6,76.91
421,3,3,Industrial Area,0,33,23.12
2425,2,1,City Center,1,6,127.61
952,3,3,Downtown,0,32,31.02
2312,4,3,City Center,1,34,101.93
1810,2,1,Industrial Area,1,38,43.03
1132,4,4,Suburb,1,20,59.08
1515,3,3,Downtown,1,27,76.0
2280,2,2,Downtown,0,31,73.96
1874,3,2,Rural,1,15,57.0
2209,2,2,Suburb,1,9,80.72
3184,3,3,Suburb,1,22,93.57
705,4,4,City Center,1,14,62.37
2932,2,2,Downtown,0,5,133.58
1873,3,3,City Center,0,32,92.14
1171,4,3,Suburb,0,38,28.11
869,5,5,Rural,1,11,43.2
1668,3,2,Downtown,0,35,57.74
2445,5,5,Suburb,0,30,92.16
1711,3,3,Rural,1,9,52.4
2858,2,2,Industrial Area,0,33,54.1
784,4,4,Suburb,1,40,38.73
1792,3,2,Industrial Area,1,9,69.39
923,3,2,City Center,1,10,67.16
2055,3,3,Industrial Area,1,13,65.84
2421,4,4,Suburb,1,2,117.95
1505,4,4,Industrial Area,0,32,41.51
400,3,2,Downtown,0,6,42.19
1939,2,1,Suburb,0,3,73.94
2106,3,2,Rural,0,38,40.34
2083,3,3,Industrial Area,1,9,78.32
2665,2,2,Downtown,1,14,106.56
1050,4,4,City Center,1,15,81.6
2276,3,3,City Center,0,37,81.51
2635,2,2,Industrial Area,1,3,95.37
555,2,2,City Center,0,3,45.38
2024,2,2,Rural,1,35,28.27
1447,5,4,Suburb,0,26,65.87
1743,2,1,Downtown,0,21,73.57
2043,2,2,Industrial Area,1,21,58.11
1459,3,3,City Center,1,16,87.13
1327,2,2,Suburb,0,33,40.05
1824,1,1,Rural,0,31,30.36
1039,2,1,City Center,1,5,76.11
1040,3,2,City Center,1,32,64.17
2276,3,2,Downtown,0,7,111.25
996,2,2,Rural,1,35,28.75
2266,3,3,Rural,0,4,68.43
2124,5,5,Industrial Area,1,4,100.81
592,2,2,Downtown,1,9,45.42
1326,2,1,Industrial Area,1,39,38.11
2636,2,2,Downtown,1,6,129.07
1113,3,3,Rural,1,11,38.44
1475,4,4,Downtown,1,29,70.35
2123,2,1,Downtown,1,24,80.3
2348,3,3,Downtown,1,27,95.08
1624,1,1,Suburb,1,12,55.97
1382,3,3,Suburb,0,21,53.88
2796,4,4,Rural,1,17,80.84
3017,2,2,Downtown,1,26,105.68
2485,3,2,Rural,1,7,78.2
1860,2,2,Suburb,1,5,74.97
1234,3,2,Downtown,0,10,82.08
1219,1,1,Industrial Area,1,28,32.58
2166,4,4,Suburb,0,40,61.03
2093,2,1,Suburb,1,4,82.77
2781,4,4,Suburb,1,6,116.49
2255,2,2,Downtown,0,21,93.03
748,3,2,City Center,1,3,72.02
2536,2,2,Industrial Area,1,31,41.49
1101,4,3,Industrial Area,0,18,55.46
1531,2,2,Rural,1,32,38.43
1975,2,2,Downtown,1,0,110.03
3197,3,3,Suburb,1,40,78.6
3977,1,1,City Center,0,40,113.71
2225,2,2,Downtown,1,7,115.75
1672,5,4,Downtown,1,31,73.63
2174,5,4,City Center,1,29,107.1
2421,2,2,Suburb,1,27,71.0
1576,4,4,Downtown,1,40,70.82
3057,3,3,Industrial Area,1,31,71.45
1961,2,2,Industrial Area,1,24,55.61
2148,3,3,City Center,1,33,81.73
2266,3,2,Suburb,0,32,59.92
2095,5,4,City Center,1,12,142.0
2387,2,1,Downtown,1,24,85.66
1368,3,2,Industrial Area,1,39,31.47
1409,1,1,Rural,1,38,19.56
1030,2,2,City Center,1,9,62.73
2108,1,1,Rural,0,30,33.21
2345,5,4,Rural,0,10,80.49
2120,4,4,Industrial Area,0,24,61.22
2972,4,3,City Center,1,33,110.01
1796,3,3,Rural,0,19,62.47
2268,2,1,Downtown,1,6,108.01
1036,2,1,Suburb,1,32,36.19
1529,2,1,Suburb,1,34,42.98
2287,2,2,Industrial Area,1,28,57.18
2394,4,3,City Center,1,11,130.42
1594,3,3,City Center,0,4,112.59
1750,1,1,Suburb,1,11,64.35
737,1,1,Downtown,0,28,33.38
1550,2,2,Suburb,0,34,46.99
2423,3,2,Suburb,0,19,88.94
2203,5,5,City Center,0,36,86.02
2150,3,3,Rural,0,0,68.73
1835,4,3,Downtown,0,15,91.4
1805,3,3,City Center,0,29,73.3
1338,2,2,Suburb,1,8,67.56
2289,2,1,Rural,1,9,58.38
2095,4,4,Downtown,1,12,115.64
2144,4,3,Industrial Area,0,19,56.64
1432,2,2,Downtown,1,28,63.4
400,3,3,Downtown,1,3,51.68
2568,3,3,Suburb,0,27,79.6
1465,3,3,Suburb,1,36,48.57
1196,5,5,Industrial Area,1,12,52.38
2285,3,3,Industrial Area,1,2,89.49
1526,3,3,Industrial Area,1,36,32.48
2542,1,1,City Center,1,18,111.21
2232,1,1,City Center,1,27,81.58
2278,2,2,Suburb,0,18,83.36
844,1,1,Suburb,0,16,45.26
2648,3,2,Industrial Area,1,17,76.79
1983,3,2,City Center,0,17,99.64
1542,2,1,Rural,0,22,22.41
1900,4,4,City Center,0,39,65.04
557,2,1,Suburb,1,8,35.37
2086,2,1,City Center,0,28,78.24
1079,2,1,Suburb,0,28,34.97
853,2,2,Industrial Area,1,1,37.27
734,2,1,Industrial Area,1,16,31.26
2579,3,2,Industrial Area,0,30,43.59
1360,3,2,Rural,1,27,33.13
2874,5,5,Rural,1,38,61.97
1425,1,1,Suburb,1,29,49.95
605,2,2,Downtown,0,34,26.76
1018,1,1,Rural,1,19,31.38
2665,3,2,Suburb,1,15,90.5
1691,1,1,City Center,0,33,58.48
1416,4,4,Industrial Area,1,13,58.04
1912,3,3,Industrial Area,0,25,64.45
2151,3,3,Industrial Area,1,19,64.96
2582,3,3,Suburb,0,23,78.9
2814,2,1,Industrial Area,1,17,81.33
1548,2,2,Rural,0,8,49.69
872,2,2,City Center,1,18,54.14
1511,3,3,Industrial Area,1,19,55.16
1982,2,2,Suburb,0,29,47.36
1125,2,2,City Center,1,25,60.16
1130,5,4,Industrial Area,0,30,44.0
2041,1,1,Downtown,0,34,55.66
1766,4,3,Industrial Area,1,2,75.53
1823,4,3,Rural,0,39,33.77
1269,2,2,City Center,1,28,51.75
1639,2,1,Rural,0,5,50.96
1153,2,1,Downtown,0,0,63.16
2423,3,2,Downtown,1,23,103.07
2525,3,3,Rural,1,37,47.08
508,4,3,City Center,0,33,42.88
1149,5,4,Downtown,1,6,85.27
752,3,2,Downtown,0,10,44.88
1345,2,2,Industrial Area,1,10,44.88
1742,2,1,Suburb,0,35,48.44
785,4,3,Downtown,0,19,56.74
1155,2,1,City Center,1,15,64.79
1097,1,1,City Center,0,4,57.97
1945,3,2,Industrial Area,0,23,56.84
1849,3,3,City Center,1,29,81.23
1295,4,4,Industrial Area,1,29,49.27
1924,3,3,Downtown,1,38,64.85
1417,1,1,Downtown,1,36,52.11
1610,5,5,Downtown,1,32,72.52
2971,2,2,Downtown,1,19,119.16
2738,2,1,Suburb,1,21,76.65
890,3,2,Suburb,0,40,37.48
2381,1,1,Downtown,1,20,91.12
2368,3,2,City Center,0,36,75.13
996,2,1,Industrial Area,0,26,21.75
2373,3,3,Rural,1,37,49.09
2877,2,2,Industrial Area,1,34,48.8
1014,4,4,Rural,0,37,26.71
1158,4,4,Rural,0,39,24.39
2512,2,2,Downtown,1,5,126.43
1990,2,1,Rural,1,31,41.14
2186,2,1,Downtown,1,15,95.67
2038,2,2,Suburb,0,27,55.34
2073,4,4,City Center,1,15,125.64
871,3,3,Rural,0,26,38.22
2533,2,2,City Center,1,2,155.59
2619,2,2,Downtown,1,20,104.48
1639,2,1,Rural,0,37,33.02
1770,3,2,Industrial Area,0,37,42.16
728,2,2,Suburb,1,29,27.37
2160,5,4,Suburb,1,21,85.12
2200,4,4,Rural,0,18,66.2
1756,2,1,Suburb,1,30,44.8
2587,3,3,Industrial Area,0,19,71.71
1566,4,4,City Center,1,18,98.91
2195,3,2,Industrial Area,0,1,78.18
1086,2,2,Suburb,1,39,29.77
1784,2,1,City Center,0,38,59.65
1678,4,4,Industrial Area,1,26,55.08
1958,3,3,Downtown,1,7,115.32
1541,3,3,Downtown,0,26,81.82
1708,4,4,City Center,1,14,108.68
2378,4,3,City Center,0,11,135.54
1494,4,4,City Center,1,13,107.89
675,1,1,Downtown,0,6,43.01
3025,3,2,Industrial Area,1,16,90.82
2767,3,2,City Center,1,25,112.14
895,4,4,Downtown,0,36,40.99
2283,3,2,City Center,0,19,108.06
1448,2,2,City Center,1,9,84.61
1984,4,4,City Center,1,18,106.96
2006,3,3,Downtown,1,17,93.69
1636,1,1,Industrial Area,0,29,30.32
1251,3,3,Downtown,1,29,53.39
1317,2,1,Downtown,1,24,72.01
1159,2,2,City Center,1,23,63.89
1218,1,1,Rural,1,9,37.43
1753,3,2,Rural,0,1,65.27
1299,3,3,Rural,0,37,39.29
2277,3,3,Downtown,0,31,83.17
2841,3,3,City Center,1,34,111.26
1394,4,3,Rural,0,36,29.53
1968,2,2,Suburb,1,6,75.41
2150,2,2,Suburb,1,6,91.98
2130,4,4,Suburb,1,26,79.86
1853,2,1,Industrial Area,1,9,66.03
2320,5,4,City Center,1,32,105.85
2138,4,3,Downtown,1,6,121.12
934,3,3,Downtown,0,5,63.6
2408,5,5,City Center,1,5,175.5
2421,1,1,Industrial Area,1,12,65.77
1266,2,2,City Center,1,12,78.81
1827,3,3,Industrial Area,1,1,71.81
2278,2,2,Rural,1,18,57.12
1653,4,4,Rural,1,18,48.65
2551,1,1,Industrial Area,1,37,46.66
3455,3,3,City Center,1,1,201.74
1250,3,2,Rural,1,25,25.88
833,3,3,City Center,0,5,73.24
2013,2,2,Rural,1,19,55.79
2305,2,2,City Center,1,22,103.85
1638,4,4,City Center,1,14,102.35
2817,2,2,Suburb,1,5,102.05
863,4,4,Industrial Area,0,27,49.04
2285,3,2,Downtown,1,34,62.29
1376,4,3,Industrial Area,1,10,53.67
3004,3,3,City Center,0,7,175.89
3195,2,1,City Center,1,23,144.27
1263,3,2,Industrial Area,0,20,51.18
1415,4,3,City Center,0,35,66.07
2402,3,2,Rural,1,6,71.43
1529,5,5,City Center,1,4,120.46
1768,3,3,Industrial Area,0,28,49.69
1818,2,2,Industrial Area,1,15,53.12
456,2,2,Industrial Area,1,5,37.97
1790,5,5,Suburb,0,13,72.87
1317,2,2,Suburb,0,1,60.48
1455,4,3,Suburb,1,24,64.3
2811,4,3,Suburb,1,30,88.03
920,2,1,Suburb,0,12,42.25
2369,1,1,Suburb,0,17,71.67
1605,3,2,Suburb,1,16,65.13
1604,2,2,Industrial Area,0,27,45.8
2353,4,4,Downtown,1,11,131.29
2038,3,3,Suburb,1,34,59.87
2199,3,2,Industrial Area,0,21,60.71
2478,4,4,Downtown,1,38,82.55
1568,2,1,Suburb,1,0,62.44
1371,3,3,Downtown,1,36,47.66
1040,2,2,Downtown,1,20,52.37
1222,2,1,Rural,1,0,44.16
3864,3,3,City Center,1,3,212.75
2671,4,4,Rural,1,31,54.27
854,2,2,Downtown,1,0,61.71
874,3,3,Industrial Area,1,12,48.14
2137,3,2,Suburb,0,16,61.84
2183,2,2,City Center,0,11,104.85
2184,2,2,Suburb,0,6,83.68
1622,5,5,Industrial Area,1,2,90.64
1712,3,2,City Center,1,25,96.21
2030,3,3,Rural,1,30,45.29
1860,3,2,Downtown,0,35,59.73
400,1,1,Industrial Area,1,25,15.11
1639,3,3,Downtown,0,2,100.11
1204,3,2,Downtown,1,27,57.25
1923,3,2,Suburb,1,16,73.69
3890,2,2,Industrial Area,1,37,64.28
2057,1,1,Downtown,1,29,58.97
1581,2,1,Rural,1,1,57.72
2445,5,4,City Center,1,7,160.62
2138,3,3,Industrial Area,1,13,77.86
2094,3,3,Suburb,0,36,54.73
2225,1,1,Industrial Area,1,34,36.0
3240,1,1,Suburb,1,38,76.41
1008,3,2,City Center,1,10,75.11
2132,3,3,Rural,1,14,59.23
1152,3,2,Downtown,1,1,78.64
2189,2,2,Industrial Area,1,36,38.76
1157,3,3,Suburb,1,31,44.54
1508,2,1,City Center,1,39,53.17
1593,2,1,Downtown,1,12,90.66
2483,3,3,City Center,1,16,132.75
2443,2,2,Rural,1,14,77.09
928,2,1,Downtown,1,32,33.06
1838,3,3,Downtown,1,15,93.57
1303,3,2,Downtown,0,12,76.06
919,4,3,Suburb,1,21,51.76
1648,3,3,Downtown,1,22,79.63
1584,1,1,City Center,1,35,48.51
3499,2,1,Suburb,1,9,107.72
2103,5,4,Downtown,1,16,115.17
836,3,2,City Center,0,29,44.17
1405,3,2,City Center,1,12,89.95
2515,1,1,Industrial Area,1,29,45.89
3262,3,3,City Center,1,29,123.71
690,1,1,Rural,0,6,24.31
484,3,3,Downtown,1,9,55.28
3110,4,4,Downtown,0,34,104.72
2073,5,4,Downtown,1,1,139.08
1192,3,2,City Center,1,29,54.14
2174,3,3,City Center,1,18,119.88
400,5,4,Downtown,0,38,39.48
1802,3,2,Suburb,0,36,42.58
2029,1,1,Suburb,1,2,84.35
2447,3,2,Rural,1,24,58.14
1090,2,2,Industrial Area,1,33,25.74
1860,3,3,Rural,0,21,54.64
1152,3,3,Downtown,0,37,45.16
1979,3,3,Downtown,1,13,100.92
1173,2,2,Downtown,0,38,31.31
1514,2,1,Industrial Area,0,1,46.61
1103,3,2,City Center,1,31,61.41
2256,4,4,Industrial Area,0,2,92.48
2401,3,2,Rural,0,40,35.37
1636,2,2,City Center,0,7,85.41
1827,5,5,City Center,1,25,118.63
786,4,3,Rural,1,31,31.5
1590,2,2,City Center,1,10,100.82
1765,1,1,Suburb,0,0,76.13
3635,3,2,Rural,1,14,88.16
1022,4,4,Rural,0,3,58.81
2825,5,4,Suburb,1,3,125.02
2498,4,4,Industrial Area,1,27,74.3
1996,3,3,Industrial Area,1,9,72.66
3031,3,3,Industrial Area,1,10,102.94
2060,1,1,City Center,1,22,85.31
2072,2,2,Suburb,0,2,86.61
1763,3,3,Rural,1,38,45.09
2656,3,2,Rural,1,38,54.89
2568,3,2,Rural,1,16,68.58
1362,3,3,City Center,0,21,68.42
877,2,2,City Center,1,26,47.82
1658,3,3,Industrial Area,1,15,62.12
1240,1,1,City Center,1,15,68.09
1756,3,2,Industrial Area,0,39,43.89
2666,4,4,Industrial Area,1,2,101.3
1480,3,2,Rural,1,32,29.82
1770,5,5,City Center,1,1,140.81
1841,2,2,Industrial Area,1,38,37.88
2394,3,3,Suburb,1,26,76.49
400,2,2,Suburb,1,14,30.87
1375,3,3,City Center,1,6,91.04
1948,4,4,Rural,1,8,64.67
2640,3,2,Rural,1,40,43.74
1456,4,4,Industrial Area,0,5,75.34
486,2,2,City Center,1,11,44.0
2234,4,4,Suburb,1,29,64.04
1355,1,1,Industrial Area,1,19,41.1
967,4,4,Industrial Area,0,19,41.69
1363,2,2,Downtown,0,26,47.39
1671,2,2,City Center,1,19,82.24
1377,3,3,Industrial Area,0,6,53.55
400,5,5,Suburb,1,39,31.2
2428,1,1,Downtown,1,39,72.55
2692,2,1,Suburb,1,29,73.98
2256,4,3,Rural,1,7,77.1
1004,2,2,Downtown,1,1,75.44
1659,2,2,Downtown,1,13,80.82
1795,3,3,Industrial Area,0,9,59.83
2219,2,2,Rural,1,17,59.81
2268,4,4,Industrial Area,1,17,78.46
1286,4,4,City Center,0,15,78.66
1857,3,3,Suburb,1,4,95.85
2120,5,4,Suburb,0,30,62.66
2819,3,3,Industrial Area,0,36,60.79
2293,1,1,Suburb,0,19,68.87
2352,2,2,Suburb,0,22,51.24
1859,3,2,City Center,1,31,80.48
2787,2,1,Rural,1,16,78.46
2087,5,5,Downtown,0,12,116.25
1197,4,3,Industrial Area,1,12,42.77
2782,2,2,Industrial Area,0,16,74.94
2289,3,2,City Center,1,14,124.79
1490,3,2,City Center,0,25,70.02
1464,5,5,Downtown,0,27,71.27
2008,4,3,Rural,1,29,44.03
2124,3,3,Industrial Area,0,34,38.47
1938,4,4,City Center,1,21,97.6
2018,3,3,Industrial Area,1,9,71.86
2990,3,2,Suburb,0,10,108.97
2550,2,2,Industrial Area,1,37,51.8
1933,2,2,Rural,1,32,41.84
2459,3,2,Rural,0,5,77.63
1077,2,2,Industrial Area,0,36,33.14
2079,1,1,Suburb,0,6,72.3
3067,3,3,Rural,1,11,89.32
1647,1,1,City Center,1,6,92.87
1207,3,3,Industrial Area,0,1,55.24
1344,3,3,Suburb,1,0,74.15
1037,5,4,City Center,0,22,75.33
1251,3,2,Industrial Area,0,24,47.52
1541,1,1,Suburb,0,17,56.08
816,3,3,City Center,1,6,64.39
1811,4,4,Rural,0,2,69.98
2432,5,4,Industrial Area,1,28,70.15
1165,3,3,Industrial Area,1,9,59.57
2863,2,2,Rural,0,4,80.98
2158,4,3,Downtown,0,33,79.83
2521,2,2,City Center,1,7,134.42
1340,3,3,Rural,1,13,52.4
2398,3,2,Industrial Area,1,39,42.65
1036,1,1,City Center,1,5,62.54
2423,2,2,City Center,0,0,132.48
1920,2,1,Downtown,0,32,59.27
2187,3,3,Industrial Area,0,39,42.49
977,5,4,Suburb,1,10,70.41
1173,2,2,Downtown,0,23,50.04
2218,4,3,Downtown,0,9,126.93
1136,1,1,Suburb,1,22,36.31
2124,3,2,Suburb,0,15,68.81
843,1,1,Downtown,1,36,28.81
2394,5,5,City Center,0,15,143.21
937,4,4,Rural,1,30,43.39
2187,3,3,Rural,0,5,65.68
2238,4,3,Downtown,1,29,101.15
1312,3,2,City Center,0,36,51.24
2207,5,5,Suburb,1,0,116.11
1982,3,2,Downtown,0,24,84.36
1423,4,3,Industrial Area,1,20,61.57
1094,3,2,City Center,0,34,51.75
426,2,1,Industrial Area,1,37,8.0
2045,3,3,Industrial Area,1,4,81.63
705,2,2,Downtown,1,11,62.92
1867,3,3,City Center,1,4,110.92
1616,3,3,Industrial Area,0,8,62.62
2275,3,2,City Center,0,8,123.45
1589,1,1,Rural,1,34,24.39
1569,2,1,Industrial Area,0,0,62.19
2312,3,2,Industrial Area,0,9,64.62
2035,5,5,City Center,0,38,82.56
2021,2,2,Rural,0,35,42.97
2128,3,3,Industrial Area,1,36,54.19
725,3,3,Downtown,1,34,44.1
2330,3,3,City Center,1,16,124.73
2229,2,2,City Center,1,12,116.52
1088,3,3,Industrial Area,1,5,49.9
1629,2,2,Rural,1,36,26.95
1772,5,4,Industrial Area,1,31,59.25
1706,2,2,Suburb,1,10,70.19
2034,2,2,Industrial Area,1,16,66.93
2802,1,1,Suburb,1,4,97.44
2557,2,1,Downtown,0,5,114.24
881,4,4,City Center,0,9,80.84
2235,2,2,City Center,1,32,70.9
2730,1,1,Rural,1,29,36.91
2071,3,3,Industrial Area,1,20,70.22
2564,1,1,Downtown,1,16,98.89
3209,1,1,Suburb,1,26,84.37
2517,4,4,Rural,1,2,92.49
1975,4,4,Downtown,1,28,94.24
2532,4,3,Downtown,1,1,148.11
1901,4,4,Suburb,1,28,64.5
1817,3,3,Suburb,0,35,45.42
1554,1,1,City Center,1,33,60.11
2894,4,4,Industrial Area,1,36,69.23
1227,4,4,Rural,1,0,67.08
2873,4,3,Industrial Area,1,25,70.6
2150,3,2,Rural,0,0,84.04
820,2,2,Downtown,0,3,51.8
2057,4,4,Suburb,1,38,57.94
400,3,2,Suburb,1,13,34.04
2238,5,5,Downtown,0,17,111.79
2420,2,2,Downtown,1,33,76.98
1385,2,2,Rural,1,0,60.22
1886,2,1,Downtown,1,21,86.97
3168,4,3,Rural,1,15,88.73
1446,2,1,Industrial Area,0,21,45.49
1059,1,1,Suburb,1,15,42.41
2837,5,5,Suburb,1,27,94.26
3174,1,1,Suburb,1,27,76.44
1803,4,4,Industrial Area,1,21,57.23
2508,2,1,Industrial Area,0,5,73.5
2739,4,3,City Center,1,24,137.47
1280,3,3,Rural,1,1,59.35
1460,4,3,Rural,1,6,67.09
2662,4,4,City Center,0,16,142.0
2980,1,1,Suburb,1,34,61.76
2194,1,1,Rural,1,19,54.7
1184,2,2,Rural,1,1,53.37
3191,3,2,Suburb,1,6,127.21
1428,4,3,Downtown,0,31,53.73
1565,3,3,Downtown,0,18,67.97
2040,3,3,City Center,1,11,124.62
2888,2,2,Industrial Area,1,8,89.59
2398,4,4,Rural,1,26,63.37
2090,5,5,Rural,1,13,69.51
2124,2,2,City Center,1,1,131.13
1830,3,3,City Center,0,20,85.81
2191,1,1,Rural,0,3,61.34
400,3,3,Suburb,1,20,36.53
1592,3,3,Suburb,1,21,66.31
1969,2,2,Industrial Area,1,1,65.97
994,3,2,Rural,1,16,39.21
2070,2,2,Rural,1,18,50.56
1657,3,2,Rural,0,39,41.07
3029,3,2,Rural,1,23,76.07
2901,1,1,City Center,1,19,122.13
1474,4,3,Downtown,1,37,72.52
1694,3,2,Rural,0,11,46.82
1748,2,2,Downtown,1,24,72.65
1484,1,1,Suburb,1,22,49.61
1937,4,3,Industrial Area,0,33,60.58
1269,5,5,Suburb,1,31,63.58
1009,2,1,Rural,0,23,30.46
2236,2,2,Suburb,1,24,63.18
2241,2,1,City Center,1,2,124.6
1237,3,3,Downtown,1,24,68.65
2427,2,2,Rural,1,27,45.3
1358,2,2,City Center,0,11,78.03
1977,3,2,Downtown,1,25,87.76
2374,3,2,City Center,1,7,129.18
1776,2,2,Suburb,1,4,80.69
2118,3,2,Rural,1,10,70.34
1438,3,3,Suburb,1,34,43.52
1662,1,1,Industrial Area,0,26,36.64
1656,1,1,Rural,0,40,15.89
1277,4,4,Suburb,0,37,40.71
1676,1,1,Rural,1,18,32.32
716,3,3,Downtown,1,31,38.6
1456,4,3,Rural,1,27,40.09
1601,2,1,Rural,1,35,24.72
1621,2,2,Downtown,1,17,69.75
1631,3,3,Suburb,1,9,67.45
1757,4,4,Rural,0,31,50.64
2136,5,5,City Center,1,17,131.94
2412,3,3,Rural,0,11,76.82
1345,1,1,Suburb,1,7,50.99
958,3,2,Downtown,0,32,39.41
1071,3,2,Suburb,0,37,28.85
1459,3,3,Industrial Area,1,13,38.46
1554,1,1,Rural,0,1,48.27
1261,2,2,Rural,1,8,43.01
893,4,3,Downtown,1,4,78.16
1481,3,3,Rural,1,33,23.64
1927,2,2,City Center,1,18,95.87
2217,2,1,City Center,1,6,119.79
1410,4,4,Suburb,1,38,47.02
1511,3,3,Downtown,0,16,76.83
1151,2,2,Industrial Area,0,25,29.74
1778,2,2,Suburb,0,26,55.32
1206,2,2,Downtown,1,27,59.62
2201,4,4,Downtown,1,19,107.43
550,3,3,Suburb,0,5,30.89
1548,3,3,Suburb,1,7,65.8
2011,3,2,Rural,0,31,44.66
1929,2,2,Industrial Area,0,18,61.91
3685,4,4,City Center,1,31,133.17
2045,3,2,Rural,0,18,47.17
1097,2,1,Downtown,1,23,48.93
1733,2,1,Industrial Area,1,23,34.97
557,3,3,Industrial Area,1,16,32.38
